"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2020",8.761,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2020",11.776,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2020",10.452,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2020",9.132,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2020",10.485,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2020",16.772,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2020",,"Unreliable",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2020",16.909,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Total","Disability status (Aggregate): Total","2017",11.184,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2017",12.648,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2017",11.13,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Male","Disability status (Aggregate): Total","2017",10.37,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2017",12.368,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2017",10.294,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Female","Disability status (Aggregate): Total","2017",14.027,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2017",13.793,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Afghanistan","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","HIES - Households Living Conditions Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2017",14.034,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Total","Disability status (Aggregate): Total","2014",9.579,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Total","Disability status (Aggregate): Persons with disability","2014",7.466,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Total","Disability status (Aggregate): Persons without disability","2014",9.651,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Male","Disability status (Aggregate): Total","2014",9.963,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Male","Disability status (Aggregate): Persons with disability","2014",7.793,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Male","Disability status (Aggregate): Persons without disability","2014",10.051,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Female","Disability status (Aggregate): Total","2014",9.103,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Female","Disability status (Aggregate): Persons with disability","2014",6.836,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Angola","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","PC - Population Census","Sex: Female","Disability status (Aggregate): Persons without disability","2014",9.161,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2021",10.012,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2021",7.336,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2021",10.155,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2021",12.984,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2021",10.506,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2021",13.127,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2021",7.275,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2021",3.988,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2021",7.438,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2020",12.18,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2020",7.171,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2020",12.451,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2020",14.935,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2020",9.138,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2020",15.283,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2020",9.576,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2020",4.913,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2020",9.804,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2019",12.2,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2019",9.757,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2019",12.326,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2019",14.033,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2019",11.059,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2019",14.192,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2019",10.373,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2019",8.347,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2019",10.472,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2018",13.212,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2018",11.156,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2018",13.33,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2018",14.924,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2018",16.092,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2018",14.857,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2018",11.434,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2018",5.904,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2018",11.745,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2017",17.705,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2017",13.996,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2017",17.902,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2017",17.911,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2017",17.697,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2017",17.925,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2017",17.476,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2017",8.114,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2017",17.878,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2016",17.617,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2016",18.854,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2016",17.564,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2016",17.735,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2016",19.854,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2016",17.626,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2016",17.487,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2016",17.236,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2016",17.496,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2015",18.261,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2015",15.67,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2015",18.352,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2015",17.364,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2015",17.34,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2015",17.365,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2015",19.227,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2015",12.964,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons without disability","2015",19.401,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Total","2014",17.499,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons with disability","2014",16.155,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Total","Disability status (Aggregate): Persons without disability","2014",17.534,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Total","2014",15.68,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons with disability","2014",18.385,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Male","Disability status (Aggregate): Persons without disability","2014",15.592,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Total","2014",19.382,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Armenia","SDG indicator 8.5.2 - Unemployment rate by disability status (%)","LFS - Household Labour Force Survey","Sex: Female","Disability status (Aggregate): Persons with disability","2014",12.399,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
